,itemsets,dates,supports,tot_dates
63,frozenset({'spread'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.03728813559322034, 0.021740418221669333, 0.020266666666666665, 0.016666666666666666, 0.024133333333333333, 0.022266666666666667, 0.019733333333333332, 0.019733333333333332, 0.017924528301886792, 0.025466666666666665, 0.018666666666666668, 0.01860560212635453, 0.017066666666666667, 0.018133333333333335, 0.016533333333333334, 0.0152, 0.0172, 0.02250108178277802, 0.02244776119402985]",19
68,frozenset({'th'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.020338983050847456, 0.016112789526686808, 0.0184, 0.019733333333333332, 0.017881896312725257, 0.01509433962264151, 0.016133333333333333, 0.018666666666666668, 0.017787773461459825, 0.016133333333333333, 0.016533333333333334, 0.0208, 0.017466666666666665, 0.02266666666666667, 0.018, 0.016133333333333333, 0.017169487368162865, 0.018029850746268658]",18
170,"frozenset({'report', 'case', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.025176233635448138, 0.0316, 0.0244, 0.017333333333333333, 0.015333333333333332, 0.0168, 0.019129470474078182, 0.029866666666666666, 0.032266666666666666, 0.020241259456143936, 0.024533333333333334, 0.016266666666666665, 0.0216, 0.029866666666666666, 0.0268, 0.0172, 0.026395499783643445, 0.022686567164179106]",18
220,frozenset({'due'}),"[datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18)]","[0.015066666666666667, 0.02014388489208633, 0.01818181818181818, 0.016533333333333334, 0.017866666666666666, 0.0172, 0.0192, 0.016495702800110895, 0.02358490566037736, 0.0156, 0.015333333333333332, 0.015129830300552035, 0.018133333333333335, 0.0292, 0.018, 0.02, 0.016]",17
141,frozenset({'hospit'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 22)]","[0.019311652153308455, 0.021866666666666666, 0.016933333333333335, 0.016666666666666666, 0.018345323741007193, 0.01717171717171717, 0.016933333333333335, 0.0176, 0.016933333333333335, 0.0208, 0.018933333333333333, 0.0208, 0.015129830300552035, 0.0152, 0.0152, 0.016666666666666666, 0.018693206404154047]",17
36,frozenset({'last'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 8, 4), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.01694915254237288, 0.019430128546887034, 0.026133333333333335, 0.025466666666666665, 0.024533333333333334, 0.015827338129496403, 0.0248, 0.020666666666666667, 0.028666666666666667, 0.015129830300552035, 0.021733333333333334, 0.0232, 0.0268, 0.025866666666666666, 0.018133333333333335, 0.029251406317611424, 0.02961194029850746]",17
153,"frozenset({'case', 'total'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.020911083466619275, 0.03266666666666666, 0.017066666666666667, 0.0208, 0.0156, 0.015333333333333332, 0.016037735849056604, 0.023333333333333334, 0.022, 0.01840114496013085, 0.020666666666666667, 0.016266666666666665, 0.022533333333333332, 0.021733333333333334, 0.019731717871051494, 0.031150355653666913, 0.022208955223880597]",17
79,frozenset({'viru'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 27), datetime.date(2020, 7, 30), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.020338983050847456, 0.016942124281736862, 0.0248, 0.01717171717171717, 0.016933333333333335, 0.015333333333333332, 0.01981132075471698, 0.016266666666666665, 0.017066666666666667, 0.015129830300552035, 0.015866666666666668, 0.0176, 0.019733333333333332, 0.015066666666666667, 0.01566421462570316, 0.01755223880597015]",16
164,"frozenset({'total', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.022688229370297967, 0.040266666666666666, 0.020266666666666665, 0.026, 0.018133333333333335, 0.01566398669254228, 0.0256, 0.023333333333333334, 0.01758331629523615, 0.019733333333333332, 0.015333333333333332, 0.0224, 0.022533333333333332, 0.0187797490263955, 0.0164336521952416, 0.02053731343283582]",16
109,"frozenset({'need', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.03389830508474576, 0.016666666666666666, 0.017866666666666666, 0.016533333333333334, 0.02014388489208633, 0.01616161616161616, 0.0228, 0.0156, 0.015333333333333332, 0.023842528416967008, 0.02358490566037736, 0.0196, 0.021468002453485995, 0.0156, 0.015837299870186068, 0.016]",16
142,frozenset({'india'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.027960428884544756, 0.036533333333333334, 0.04586666666666667, 0.04493333333333333, 0.043333333333333335, 0.017188799556418076, 0.016037735849056604, 0.04426666666666667, 0.016, 0.03693333333333333, 0.021866666666666666, 0.0368, 0.030666666666666665, 0.05053333333333333, 0.037386412808308095, 0.05707462686567164]",16
140,frozenset({'govern'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.017652982643208342, 0.0184, 0.0156, 0.017466666666666665, 0.015733333333333332, 0.016666666666666666, 0.0212, 0.018533333333333332, 0.017866666666666666, 0.015866666666666668, 0.0168, 0.020133333333333333, 0.020666666666666667, 0.01505841627001298, 0.015761194029850746]",15
267,frozenset({'august'}),"[datetime.date(2020, 8, 1), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.0152, 0.028266666666666666, 0.026415094339622643, 0.0184, 0.027866666666666668, 0.018133333333333335, 0.026266666666666667, 0.023066666666666666, 0.0272, 0.029466666666666665, 0.029333333333333333, 0.016533333333333334, 0.023972306360882736, 0.017660044150110375, 0.027343283582089553]",15
151,"frozenset({'coronaviru', 'case'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.019370890350097744, 0.028933333333333332, 0.02266666666666667, 0.016266666666666665, 0.0156, 0.018266666666666667, 0.022533333333333332, 0.0188, 0.0152, 0.018266666666666667, 0.022266666666666667, 0.023333333333333334, 0.018087408048463868, 0.02403728231542801, 0.027940298507462685]",15
4,frozenset({'back'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 14), datetime.date(2020, 8, 18), datetime.date(2020, 8, 29)]","[0.02711864406779661, 0.017297553462472602, 0.015866666666666668, 0.015733333333333332, 0.0152, 0.018266666666666667, 0.015066666666666667, 0.016218464097588023, 0.018133333333333335, 0.016561030464117766, 0.019466666666666667, 0.015733333333333332, 0.0196, 0.01692420897718911]",14
83,frozenset({'week'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 27), datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.02711864406779661, 0.0212, 0.015467625899280576, 0.017466666666666665, 0.015066666666666667, 0.0176, 0.01524812863875797, 0.0152, 0.02371703128194643, 0.0152, 0.0212, 0.018, 0.019376992886926663, 0.017791044776119404]",14
207,frozenset({'read'}),"[datetime.date(2020, 7, 27), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 8, 4), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.0156, 0.015827338129496403, 0.01616161616161616, 0.0176, 0.017333333333333333, 0.0168, 0.016765487630341445, 0.017066666666666667, 0.0188, 0.017733333333333334, 0.0164, 0.016933333333333335, 0.015750757247944613, 0.016955223880597014]",14
154,"frozenset({'covid', 'help'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22)]","[0.01735679165926189, 0.016906474820143885, 0.01717171717171717, 0.020533333333333334, 0.017733333333333334, 0.02023842528416967, 0.016037735849056604, 0.0212, 0.01840114496013085, 0.015733333333333332, 0.017466666666666665, 0.0176, 0.017333333333333333, 0.020424058848983125]",14
143,frozenset({'lockdown'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 8, 1), datetime.date(2020, 8, 4), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 30)]","[0.018008411823944078, 0.021066666666666668, 0.016533333333333334, 0.015333333333333332, 0.016133333333333333, 0.0184, 0.0172, 0.024, 0.021466666666666665, 0.0196, 0.019066666666666666, 0.0152, 0.0172, 0.015402985074626866]",14
123,"frozenset({'vaccin', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22)]","[0.01694915254237288, 0.019066666666666666, 0.015107913669064749, 0.0152, 0.01566398669254228, 0.018867924528301886, 0.07373333333333333, 0.030666666666666665, 0.0216, 0.023866666666666668, 0.0208, 0.016933333333333335, 0.01523150151449589]",13
166,"frozenset({'report', 'new'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.017179077068894023, 0.021333333333333333, 0.0176, 0.017466666666666665, 0.018, 0.0184, 0.01962788795747291, 0.019733333333333332, 0.017866666666666666, 0.016933333333333335, 0.016, 0.02207505518763797, 0.01862686567164179]",13
139,frozenset({'even'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 12), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.01978555772762277, 0.015107913669064749, 0.016933333333333335, 0.016666666666666666, 0.017733333333333334, 0.015066666666666667, 0.030133333333333335, 0.015066666666666667, 0.016666666666666666, 0.0152, 0.021376027693639117, 0.015207260240372823, 0.017194029850746268]",13
155,"frozenset({'india', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 9), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.02156270363130146, 0.0308, 0.03986666666666667, 0.0348, 0.03333333333333333, 0.034133333333333335, 0.03213333333333333, 0.016133333333333333, 0.029466666666666665, 0.024266666666666666, 0.039733333333333336, 0.029251406317611424, 0.045014925373134326]",13
119,"frozenset({'time', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 4), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.01694915254237288, 0.015401931165215332, 0.017676767676767676, 0.015466666666666667, 0.0168, 0.018133333333333335, 0.016133333333333333, 0.0152, 0.018133333333333335, 0.015066666666666667, 0.016010385114668974, 0.016188373804267846, 0.015761194029850746]",13
1,frozenset({'american'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 10), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.020338983050847456, 0.0152, 0.015827338129496403, 0.017676767676767676, 0.0164, 0.0196, 0.020666666666666667, 0.01663432215137233, 0.015538744632999387, 0.015066666666666667, 0.019333333333333334, 0.020603384841795438, 0.01564179104477612]",13
116,"frozenset({'spread', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.02711864406779661, 0.01771222083999763, 0.0204, 0.017333333333333333, 0.0156, 0.0152, 0.016981132075471698, 0.021733333333333334, 0.0156, 0.015129830300552035, 0.01947209000432713, 0.018746268656716417]",12
32,frozenset({'home'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 29), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 9), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18)]","[0.030508474576271188, 0.017652982643208342, 0.01618705035971223, 0.022933333333333333, 0.016218464097588023, 0.016037735849056604, 0.0296, 0.015866666666666668, 0.016, 0.016133333333333333, 0.016666666666666666, 0.018266666666666667]",12
178,frozenset({'infect'}),"[datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 8, 4), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.02, 0.0168, 0.015066666666666667, 0.015333333333333332, 0.0152, 0.015066666666666667, 0.015866666666666668, 0.016266666666666665, 0.018266666666666667, 0.017466666666666665, 0.017654694937256597, 0.01707462686567164]",12
172,"frozenset({'report', 'case', 'new'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.015224216574847462, 0.019733333333333332, 0.015733333333333332, 0.016133333333333333, 0.016933333333333335, 0.016133333333333333, 0.015129830300552035, 0.017333333333333333, 0.017333333333333333, 0.0152, 0.019867549668874173, 0.017791044776119404]",12
190,"frozenset({'last', 'covid'})","[datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 9), datetime.date(2020, 8, 12), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.020666666666666667, 0.0196, 0.018533333333333332, 0.018933333333333333, 0.022, 0.0152, 0.016933333333333335, 0.020533333333333334, 0.0184, 0.021289485071397662, 0.02208955223880597]",11
129,"frozenset({'wear', 'mask'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 29)]","[0.02711864406779661, 0.01741602985605118, 0.0172, 0.018666666666666668, 0.02446043165467626, 0.026767676767676767, 0.0164, 0.017466666666666665, 0.016037735849056604, 0.016266666666666665, 0.015943095413294087]",11
26,frozenset({'global'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 14), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.020338983050847456, 0.018933333333333333, 0.017333333333333333, 0.015066666666666667, 0.015333333333333332, 0.018867924528301886, 0.015733333333333332, 0.0156, 0.017733333333333334, 0.01692420897718911, 0.02101492537313433]",11
24,frozenset({'first'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 29), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 7), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 17)]","[0.02711864406779661, 0.015816598542740357, 0.020933333333333335, 0.01618705035971223, 0.0168, 0.016933333333333335, 0.016981132075471698, 0.06586666666666667, 0.02, 0.020533333333333334, 0.0152]",11
229,frozenset({'busi'}),"[datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18)]","[0.025179856115107913, 0.017466666666666665, 0.016, 0.015386747990019406, 0.02358490566037736, 0.02126354528726232, 0.024266666666666666, 0.015333333333333332, 0.020133333333333333, 0.016133333333333333, 0.017733333333333334]",11
158,"frozenset({'number', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.017238315265683313, 0.023333333333333334, 0.016133333333333333, 0.0172, 0.016533333333333334, 0.017924528301886792, 0.017466666666666665, 0.015466666666666667, 0.01790532254108413, 0.02173134328358209]",10
222,frozenset({'still'}),"[datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 16), datetime.date(2020, 8, 18), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.015066666666666667, 0.01618705035971223, 0.0176, 0.0172, 0.01509433962264151, 0.016, 0.0164, 0.015466666666666667, 0.01692420897718911, 0.01826865671641791]",10
125,"frozenset({'death', 'new'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 8, 1), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 17), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.01694915254237288, 0.015461169362004621, 0.022, 0.0156, 0.016218464097588023, 0.016133333333333333, 0.01901451645880188, 0.0152, 0.029433406916850625, 0.025671641791044777]",10
277,"frozenset({'august', 'covid'})","[datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 9), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.022, 0.01509433962264151, 0.020133333333333333, 0.019466666666666667, 0.015733333333333332, 0.021466666666666665, 0.0232, 0.020666666666666667, 0.015577672003461706, 0.02161194029850746]",10
177,frozenset({'hour'}),"[datetime.date(2020, 7, 26), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 9), datetime.date(2020, 8, 12), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.019866666666666668, 0.021733333333333334, 0.021066666666666668, 0.0184, 0.015866666666666668, 0.016, 0.0176, 0.018533333333333332, 0.020943314582431847, 0.02017910447761194]",10
8,frozenset({'confirm'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 29), datetime.date(2020, 8, 2), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.01694915254237288, 0.015105740181268883, 0.02, 0.016906474820143885, 0.019066666666666666, 0.015466666666666667, 0.015466666666666667, 0.016933333333333335, 0.02967868530782438, 0.017671641791044777]",10
