,itemsets,dates,supports,tot_dates
47,frozenset({'news'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.030508474576271188, 0.018896984775783426, 0.0216, 0.020533333333333334, 0.019333333333333334, 0.019064748201438848, 0.021717171717171718, 0.020266666666666665, 0.018533333333333332, 0.017466666666666665, 0.018574993069032437, 0.020266666666666665, 0.019333333333333334, 0.01840114496013085, 0.025066666666666668, 0.019333333333333334, 0.025066666666666668, 0.0192, 0.016, 0.018933333333333333, 0.022266666666666667, 0.020856771960190392, 0.027225901398086828, 0.02137313432835821]",24
100,"frozenset({'day', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.020338983050847456, 0.028315858065280492, 0.028133333333333333, 0.0348, 0.025333333333333333, 0.015827338129496403, 0.017676767676767676, 0.0168, 0.0212, 0.018666666666666668, 0.0212, 0.017466038258940948, 0.0168, 0.046533333333333336, 0.0208, 0.022133333333333335, 0.0228, 0.0244, 0.019866666666666668, 0.018933333333333333, 0.016266666666666665, 0.025962786672436174, 0.019867549668874173, 0.027343283582089553]",24
94,"frozenset({'death', 'case'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.01694915254237288, 0.025650139209762456, 0.03813333333333333, 0.03, 0.0248, 0.01762589928057554, 0.020202020202020204, 0.0236, 0.02266666666666667, 0.028933333333333332, 0.02522872192958137, 0.017924528301886792, 0.029333333333333333, 0.0308, 0.02535268861173584, 0.0252, 0.0152, 0.0268, 0.030266666666666667, 0.031066666666666666, 0.0216, 0.029251406317611424, 0.040716212901643366, 0.04]",24
73,frozenset({'trump'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.030508474576271188, 0.01972631953083348, 0.019466666666666667, 0.021066666666666668, 0.023466666666666667, 0.019424460431654675, 0.04191919191919192, 0.021866666666666666, 0.0288, 0.025466666666666665, 0.027066666666666666, 0.02592181868588855, 0.016981132075471698, 0.023466666666666667, 0.0192, 0.023512574115722756, 0.015066666666666667, 0.021466666666666665, 0.047466666666666664, 0.0164, 0.023733333333333332, 0.019558632626568585, 0.03482953151827324, 0.022328358208955224]",24
104,"frozenset({'get', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.020338983050847456, 0.018778508382204847, 0.015733333333333332, 0.015733333333333332, 0.0204, 0.018345323741007193, 0.023737373737373738, 0.02, 0.022, 0.0212, 0.019866666666666668, 0.018990851122816746, 0.01509433962264151, 0.021066666666666668, 0.02167245961970967, 0.016933333333333335, 0.018133333333333335, 0.016666666666666666, 0.0164, 0.017866666666666666, 0.016533333333333334, 0.018000865426222413, 0.017660044150110375, 0.017432835820895522]",24
76,frozenset({'use'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29)]","[0.01694915254237288, 0.01563888395237249, 0.015866666666666668, 0.0172, 0.017266187050359712, 0.023737373737373738, 0.017866666666666666, 0.019733333333333332, 0.017866666666666666, 0.015866666666666668, 0.022040476850568338, 0.016981132075471698, 0.019333333333333334, 0.0216, 0.018196687793907176, 0.021733333333333334, 0.018533333333333332, 0.02493333333333333, 0.0168, 0.018133333333333335, 0.020933333333333335, 0.018347035915188232, 0.019376992886926663]",23
61,frozenset({'see'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.04406779661016949, 0.016408980510633258, 0.016666666666666666, 0.018933333333333333, 0.015866666666666668, 0.017266187050359712, 0.020202020202020204, 0.018666666666666668, 0.017466666666666665, 0.017333333333333333, 0.016666666666666666, 0.016037735849056604, 0.015866666666666668, 0.01594765896544674, 0.015066666666666667, 0.0152, 0.015466666666666667, 0.016133333333333333, 0.015066666666666667, 0.015333333333333332, 0.016933333333333335, 0.017654694937256597, 0.018746268656716417]",23
144,frozenset({'mani'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.017001362478526155, 0.015066666666666667, 0.017466666666666665, 0.02841726618705036, 0.022222222222222223, 0.021066666666666668, 0.021066666666666668, 0.016666666666666666, 0.016933333333333335, 0.022456334904352646, 0.022533333333333332, 0.018666666666666668, 0.02126354528726232, 0.0152, 0.015866666666666668, 0.016266666666666665, 0.015866666666666668, 0.019733333333333332, 0.017333333333333333, 0.016133333333333333, 0.018087408048463868, 0.023301447142506745, 0.01635820895522388]",23
55,frozenset({'realdonaldtrump'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.03389830508474576, 0.019370890350097744, 0.0164, 0.022533333333333332, 0.0312, 0.030215827338129497, 0.05101010101010101, 0.0248, 0.0344, 0.028533333333333334, 0.0332, 0.018436373717771, 0.03207547169811321, 0.019333333333333334, 0.017466666666666665, 0.023512574115722756, 0.019466666666666667, 0.032266666666666666, 0.0152, 0.023333333333333334, 0.018087408048463868, 0.03948982094677459, 0.023880597014925373]",23
60,frozenset({'school'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.04406779661016949, 0.01777145903678692, 0.02014388489208633, 0.02070707070707071, 0.028133333333333333, 0.0304, 0.0228, 0.0268, 0.028971444413640145, 0.01981132075471698, 0.022133333333333335, 0.017733333333333334, 0.03455326109180127, 0.0176, 0.0152, 0.034, 0.020933333333333335, 0.018266666666666667, 0.016933333333333335, 0.024, 0.020424058848983125, 0.02452783909737552, 0.020059701492537312]",23
165,"frozenset({'covid', 'us'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.019370890350097744, 0.022, 0.022133333333333335, 0.023466666666666667, 0.016906474820143885, 0.024242424242424242, 0.0164, 0.019733333333333332, 0.0224, 0.0208, 0.020515663986692544, 0.024528301886792454, 0.019066666666666666, 0.020266666666666665, 0.022081373952157025, 0.0188, 0.027066666666666666, 0.020133333333333333, 0.02266666666666667, 0.016933333333333335, 0.01964517524881004, 0.020358106450821683, 0.0191044776119403]",23
77,frozenset({'vaccin'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22)]","[0.023728813559322035, 0.01552040755879391, 0.0224, 0.01870503597122302, 0.018686868686868686, 0.019333333333333334, 0.0188, 0.019866666666666668, 0.016533333333333334, 0.02023842528416967, 0.03018867924528302, 0.015866666666666668, 0.016133333333333333, 0.018196687793907176, 0.08933333333333333, 0.0384, 0.027066666666666666, 0.0316, 0.026, 0.020933333333333335, 0.016533333333333334, 0.019299004759844224]",22
86,frozenset({'world'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 1), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.01694915254237288, 0.018660031988626265, 0.019333333333333334, 0.0196, 0.018533333333333332, 0.015466666666666667, 0.025466666666666665, 0.018020515663986693, 0.016037735849056604, 0.0188, 0.029866666666666666, 0.018196687793907176, 0.047066666666666666, 0.031466666666666664, 0.024266666666666666, 0.021733333333333334, 0.021866666666666666, 0.019333333333333334, 0.016266666666666665, 0.0210298572046733, 0.01839587932303164, 0.027820895522388058]",22
72,frozenset({'total'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.020338983050847456, 0.029559860197855576, 0.0472, 0.02666666666666667, 0.0308, 0.021333333333333333, 0.022, 0.023733333333333332, 0.018436373717771, 0.01981132075471698, 0.03133333333333333, 0.028933333333333332, 0.02330811694949908, 0.026, 0.017333333333333333, 0.022266666666666667, 0.029733333333333334, 0.028533333333333334, 0.0156, 0.02916486369536997, 0.036546480255089525, 0.031761194029850746]",22
122,"frozenset({'updat', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.01694915254237288, 0.020733368876251407, 0.0232, 0.024533333333333334, 0.02014388489208633, 0.020266666666666665, 0.0176, 0.0184, 0.017866666666666666, 0.020099805932908235, 0.018533333333333332, 0.016666666666666666, 0.015129830300552035, 0.015466666666666667, 0.015733333333333332, 0.022, 0.018666666666666668, 0.022266666666666667, 0.024533333333333334, 0.01947209000432713, 0.020358106450821683, 0.03044776119402985]",22
149,frozenset({'year'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.018541555595047686, 0.017733333333333334, 0.018933333333333333, 0.017333333333333333, 0.017266187050359712, 0.018686868686868686, 0.017333333333333333, 0.018266666666666667, 0.01705018020515664, 0.018867924528301886, 0.016, 0.015466666666666667, 0.0228, 0.021733333333333334, 0.017066666666666667, 0.015333333333333332, 0.017466666666666665, 0.0188, 0.026655127650367805, 0.016678930586215356, 0.015044776119402985]",21
152,"frozenset({'report', 'case'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.02926366921390913, 0.035333333333333335, 0.026266666666666667, 0.0156, 0.023066666666666666, 0.022533333333333332, 0.020133333333333333, 0.020099805932908235, 0.016981132075471698, 0.032933333333333335, 0.035866666666666665, 0.023512574115722756, 0.027333333333333334, 0.0172, 0.023466666666666667, 0.03213333333333333, 0.029066666666666668, 0.0188, 0.02933794893985288, 0.025999509443218053, 0.02853731343283582]",21
40,frozenset({'look'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 18), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.01694915254237288, 0.015283454771636751, 0.0164, 0.017466666666666665, 0.0156, 0.02050359712230216, 0.019066666666666666, 0.0176, 0.0164, 0.016933333333333335, 0.017466038258940948, 0.02358490566037736, 0.0172, 0.02003680228992026, 0.0164, 0.018666666666666668, 0.017333333333333333, 0.015066666666666667, 0.017466666666666665, 0.015697817022320332, 0.016955223880597014]",21
145,frozenset({'number'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.022688229370297967, 0.030533333333333332, 0.022133333333333335, 0.022933333333333333, 0.016, 0.017866666666666666, 0.0228, 0.01954532852786249, 0.024528301886792454, 0.0228, 0.020933333333333335, 0.01901451645880188, 0.018666666666666668, 0.0172, 0.018133333333333335, 0.018666666666666668, 0.022133333333333335, 0.0156, 0.022241453916053658, 0.02452783909737552, 0.030208955223880597]",21
82,frozenset({'wear'}),"[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.03728813559322034, 0.02227356199277294, 0.021066666666666668, 0.023333333333333334, 0.017066666666666667, 0.02841726618705036, 0.03282828282828283, 0.020133333333333333, 0.02, 0.0208, 0.017066666666666667, 0.017466038258940948, 0.017924528301886792, 0.0208, 0.016533333333333334, 0.018196687793907176, 0.0176, 0.015066666666666667, 0.016266666666666665, 0.020358106450821683, 0.018029850746268658]",21
106,"frozenset({'health', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29)]","[0.023728813559322035, 0.01783069723357621, 0.015466666666666667, 0.016666666666666666, 0.01762589928057554, 0.015656565656565657, 0.0216, 0.020931522040476852, 0.018867924528301886, 0.0168, 0.018666666666666668, 0.0172, 0.018266666666666667, 0.015866666666666668, 0.0164, 0.016133333333333333, 0.022266666666666667, 0.01505841627001298, 0.017169487368162865]",19
168,"frozenset({'death', 'case', 'covid'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 30), datetime.date(2020, 8, 1), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.02002251051477993, 0.0308, 0.024666666666666667, 0.0204, 0.015151515151515152, 0.0164, 0.0224, 0.023288051011921263, 0.024133333333333333, 0.0248, 0.02065017378859129, 0.020266666666666665, 0.021066666666666668, 0.024666666666666667, 0.026133333333333335, 0.018266666666666667, 0.021116399826914756, 0.0235467255334805, 0.030805970149253733]",19
157,"frozenset({'covid', 'mask'})","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 17), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.02274746756708726, 0.02, 0.023066666666666666, 0.016933333333333335, 0.02805755395683453, 0.025757575757575757, 0.018533333333333332, 0.020266666666666665, 0.021466666666666665, 0.017924528301886792, 0.019466666666666667, 0.018666666666666668, 0.01758331629523615, 0.016133333333333333, 0.015866666666666668, 0.018533333333333332, 0.017333333333333333, 0.017660044150110375, 0.017671641791044777]",19
137,frozenset({'countri'}),"[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.021148036253776436, 0.020533333333333334, 0.027733333333333332, 0.016533333333333334, 0.015107913669064749, 0.016933333333333335, 0.0184, 0.022641509433962263, 0.0164, 0.028, 0.035866666666666665, 0.019333333333333334, 0.015733333333333332, 0.021866666666666666, 0.022, 0.0292, 0.01921246213760277, 0.019376992886926663, 0.019582089552238807]",19
120,"frozenset({'today', 'covid'})","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 29)]","[0.020338983050847456, 0.01593507493631894, 0.018933333333333333, 0.0168, 0.02050359712230216, 0.029292929292929294, 0.023333333333333334, 0.0228, 0.015333333333333332, 0.02550596063210424, 0.018867924528301886, 0.025866666666666666, 0.016666666666666666, 0.02596606011040687, 0.017333333333333333, 0.016666666666666666, 0.016133333333333333, 0.023333333333333334, 0.019867549668874173]",19
